wine,category,vintage,price,location,quantity
Roulot Meursault 1er Cru 2002,Burgundy White,2002,450,Main Cellar B3,1
Roulot Meursault 1er Cru 2016,Burgundy White,2016,450,Main Cellar B3,1
Roulot Meursault 1er Cru 2010,Burgundy White,2010,560,Main Cellar A2,1
Bonneau du Martray Corton‑Charlemagne 2018,Burgundy White,2018,565,Main Cellar A1,1
Dauvissat Chablis Grand Cru Les Preuses 2010,Burgundy White,2010,550,Guest Pantry 2,1
Biondi‑Santi Brunello 2002,Italian Red,2002,250,Wine Fridge Starboard,1
Bartolo Mascarello Barolo 2002,Italian Red,2002,365,Wine Fridge Starboard,1
Ornellaia 2009,Italian Red,2009,870,Guest Pantry 1,1
Biondi‑Santi Brunello 2012,Italian Red,2012,705,Fridge 1,1
Gaja Barbaresco 2002,Italian Red,2002,820,Fridge 1,1
Tignanello 2016,Italian Red,2016,530,Main Cellar B1,1
Gaja Barbaresco 2019,Italian Red,2019,415,Main Cellar A1,1
Gaja Barbaresco 2016,Italian Red,2016,385,Fridge 1,1
Solaia 2010,Italian Red,2010,320,Guest Pantry 2,1
Masseto 2008,Italian Red,2008,450,Main Cellar B1,1
Solaia 2008,Italian Red,2008,700,Main Cellar A2,1
Solaia 2016,Italian Red,2016,630,Wine Fridge Starboard,1
Biondi‑Santi Brunello 2016,Italian Red,2016,230,Main Cellar A1,1
Tua Rita Redigaffi 2009,Italian Red,2009,385,Fridge 1,1
Solaia 2002,Italian Red,2002,390,Main Cellar B3,1
Tignanello 2018,Italian Red,2018,870,Fridge 1,1
Gaja Barbaresco 2015,Italian Red,2015,390,Main Cellar A1,1
Vietti Barolo Ravera 2009,Italian Red,2009,275,Main Cellar A1,1
Biondi‑Santi Brunello 2009,Italian Red,2009,450,Guest Pantry 2,1
Tignanello 2019,Italian Red,2019,410,Main Cellar A2,1
Gaja Barbaresco 2005,Italian Red,2005,155,Main Cellar B3,1
Casanova di Neri Tenuta Nuova 2008,Italian Red,2008,345,Guest Pantry 1,1
Gaja Barbaresco 2005,Italian Red,2005,335,Main Cellar B1,1
Biondi‑Santi Brunello 2015,Italian Red,2015,235,Main Cellar A2,1
Tua Rita Redigaffi 2019,Italian Red,2019,530,Main Cellar A1,1
Masseto 2002,Italian Red,2002,640,Guest Pantry 2,1
Sassicaia 2016,Italian Red,2016,365,Wine Fridge Port,1
Gaja Barbaresco 2009,Italian Red,2009,185,Main Cellar B3,1
Gaja Barbaresco 2019,Italian Red,2019,275,Fridge 2,1
Sassicaia 2009,Italian Red,2009,415,Fridge 1,1
Tignanello 2014,Italian Red,2014,680,Guest Pantry 2,1
Bruno Giacosa Barolo Falletto 2010,Italian Red,2010,540,Guest Pantry 2,1
Ornellaia 2014,Italian Red,2014,180,Main Cellar A2,1
Solaia 2005,Italian Red,2005,585,Main Cellar A1,1
Bartolo Mascarello Barolo 2010,Italian Red,2010,455,Wine Fridge Port,1
Casanova di Neri Tenuta Nuova 2010,Italian Red,2010,340,Main Cellar B3,1
Tignanello 2015,Italian Red,2015,235,Main Cellar A2,1
Biondi‑Santi Brunello 2008,Italian Red,2008,315,Main Cellar B1,1
Tignanello 2014,Italian Red,2014,610,Main Cellar B1,1
Biondi‑Santi Brunello 2000,Italian Red,2000,615,Main Cellar A2,1
Tignanello 2009,Italian Red,2009,660,Guest Pantry 1,1
Bruno Giacosa Barolo Falletto 2004,Italian Red,2004,460,Guest Pantry 2,1
Gaja Barbaresco 2010,Italian Red,2010,485,Main Cellar B1,1
Sassicaia 2005,Italian Red,2005,570,Wine Fridge Port,1
Tua Rita Redigaffi 2009,Italian Red,2009,320,Guest Pantry 1,1
Tua Rita Redigaffi 2005,Italian Red,2005,310,Fridge 1,1
Tignanello 2009,Italian Red,2009,430,Guest Pantry 2,1
Tignanello 2018,Italian Red,2018,380,Guest Pantry 2,1
Tua Rita Redigaffi 2018,Italian Red,2018,155,Wine Fridge Starboard,1
Bartolo Mascarello Barolo 2010,Italian Red,2010,565,Wine Fridge Port,1
Ornellaia 2014,Italian Red,2014,300,Wine Fridge Port,1
Bartolo Mascarello Barolo 2009,Italian Red,2009,545,Wine Fridge Starboard,1
Masseto 2016,Italian Red,2016,405,Fridge 1,1
Casanova di Neri Tenuta Nuova 2008,Italian Red,2008,405,Main Cellar A1,1
Bartolo Mascarello Barolo 2010,Italian Red,2010,605,Fridge 2,1
Bruno Giacosa Barolo Falletto 2015,Italian Red,2015,585,Main Cellar B3,1
Tua Rita Redigaffi 2016,Italian Red,2016,290,Fridge 1,1
Tua Rita Redigaffi 2010,Italian Red,2010,495,Fridge 2,1
Bruno Giacosa Barolo Falletto 2009,Italian Red,2009,335,Guest Pantry 1,1
Vietti Barolo Ravera 2005,Italian Red,2005,155,Guest Pantry 2,1
Tua Rita Redigaffi 2009,Italian Red,2009,680,Fridge 1,1
Casanova di Neri Tenuta Nuova 2010,Italian Red,2010,155,Guest Pantry 2,1
Tua Rita Redigaffi 2010,Italian Red,2010,255,Fridge 1,1
Sassicaia 2018,Italian Red,2018,335,Wine Fridge Port,1
Casanova di Neri Tenuta Nuova 2009,Italian Red,2009,290,Main Cellar B1,1
Vietti Barolo Ravera 2012,Italian Red,2012,575,Main Cellar B3,1
Masseto 2002,Italian Red,2002,300,Fridge 1,1
Vietti Barolo Ravera 2014,Italian Red,2014,155,Main Cellar B1,1
Bruno Giacosa Barolo Falletto 2019,Italian Red,2019,425,Guest Pantry 1,1
Sassicaia 2009,Italian Red,2009,480,Guest Pantry 2,1
Sassicaia 2002,Italian Red,2002,290,Guest Pantry 2,1
Bartolo Mascarello Barolo 2005,Italian Red,2005,430,Guest Pantry 1,1
Vietti Barolo Ravera 2014,Italian Red,2014,1025,Main Cellar A1,1
Gaja Barbaresco 2008,Italian Red,2008,365,Fridge 1,1
Sassicaia 2005,Italian Red,2005,390,Main Cellar A1,1
Biondi‑Santi Brunello 2009,Italian Red,2009,250,Main Cellar B3,1
Sassicaia 2019,Italian Red,2019,280,Main Cellar A2,1
Ornellaia 2009,Italian Red,2009,325,Main Cellar B3,1
Vietti Barolo Ravera 2018,Italian Red,2018,450,Wine Fridge Starboard,1
Bruno Giacosa Barolo Falletto 2019,Italian Red,2019,320,Wine Fridge Starboard,1
Tignanello 2015,Italian Red,2015,475,Guest Pantry 1,1
Gaja Barbaresco 2002,Italian Red,2002,470,Main Cellar B3,1
Tignanello 2014,Italian Red,2014,395,Main Cellar B3,1
Bruno Giacosa Barolo Falletto 2009,Italian Red,2009,915,Fridge 1,1
Casanova di Neri Tenuta Nuova 2016,Italian Red,2016,480,Guest Pantry 1,1
Vietti Barolo Ravera 2015,Italian Red,2015,175,Fridge 2,1
Sassicaia 2019,Italian Red,2019,295,Wine Fridge Starboard,1
Solaia 2015,Italian Red,2015,470,Wine Fridge Port,1
Gaja Barbaresco 2005,Italian Red,2005,800,Fridge 2,1
Tignanello 2015,Italian Red,2015,340,Main Cellar B3,1
Tua Rita Redigaffi 2005,Italian Red,2005,440,Guest Pantry 2,1
Sassicaia 2014,Italian Red,2014,425,Wine Fridge Port,1
Vietti Barolo Ravera 2008,Italian Red,2008,295,Main Cellar B1,1
Tignanello 2016,Italian Red,2016,540,Fridge 2,1
Tignanello 2010,Italian Red,2010,460,Fridge 1,1
Bruno Giacosa Barolo Falletto 2018,Italian Red,2018,295,Wine Fridge Starboard,1
Bartolo Mascarello Barolo 2010,Italian Red,2010,365,Guest Pantry 2,1
Tignanello 2019,Italian Red,2019,455,Wine Fridge Port,1
Casanova di Neri Tenuta Nuova 2008,Italian Red,2008,250,Guest Pantry 2,1
Solaia 2002,Italian Red,2002,815,Guest Pantry 2,1
Ornellaia 2002,Italian Red,2002,530,Wine Fridge Port,1
Vietti Barolo Ravera 2014,Italian Red,2014,665,Guest Pantry 1,1
Ornellaia 2004,Italian Red,2004,165,Guest Pantry 2,1
Tua Rita Redigaffi 2002,Italian Red,2002,475,Fridge 1,1
Ornellaia 2019,Italian Red,2019,340,Wine Fridge Port,1
Vietti Barolo Ravera 2016,Italian Red,2016,410,Main Cellar B1,1
Tignanello 2008,Italian Red,2008,335,Wine Fridge Port,1
Solaia 2018,Italian Red,2018,270,Main Cellar B1,1
Casanova di Neri Tenuta Nuova 2012,Italian Red,2012,325,Fridge 2,1
Tua Rita Redigaffi 2005,Italian Red,2005,645,Main Cellar B1,1
Masseto 2010,Italian Red,2010,295,Wine Fridge Starboard,1
Biondi‑Santi Brunello 2019,Italian Red,2019,225,Fridge 2,1
Tua Rita Redigaffi 2018,Italian Red,2018,700,Fridge 2,1
Vietti Barolo Ravera 2008,Italian Red,2008,705,Main Cellar A1,1
Casanova di Neri Tenuta Nuova 2005,Italian Red,2005,345,Wine Fridge Port,1
Tua Rita Redigaffi 2010,Italian Red,2010,355,Main Cellar A2,1
Solaia 2002,Italian Red,2002,970,Fridge 2,1
Tignanello 2015,Italian Red,2015,415,Wine Fridge Port,1
Ornellaia 2009,Italian Red,2009,295,Wine Fridge Starboard,1
Sassicaia 2012,Italian Red,2012,680,Guest Pantry 2,1
Tignanello 2002,Italian Red,2002,320,Main Cellar B1,1
Tua Rita Redigaffi 2019,Italian Red,2019,320,Guest Pantry 1,1
Masseto 2009,Italian Red,2009,610,Guest Pantry 1,1
Bartolo Mascarello Barolo 2002,Italian Red,2002,365,Guest Pantry 1,1
Ornellaia 2005,Italian Red,2005,705,Fridge 2,1
Biondi‑Santi Brunello 2008,Italian Red,2008,310,Fridge 1,1
Tua Rita Redigaffi 2015,Italian Red,2015,210,Main Cellar B3,1
Ornellaia 2010,Italian Red,2010,665,Wine Fridge Port,1
Ornellaia 2003,Italian Red,2003,360,Main Cellar A2,1
Ornellaia 2012,Italian Red,2012,430,Fridge 2,1
Bartolo Mascarello Barolo 2016,Italian Red,2016,200,Guest Pantry 2,1
Gaja Barbaresco 2008,Italian Red,2008,405,Guest Pantry 2,1
Vietti Barolo Ravera 2014,Italian Red,2014,575,Fridge 1,1
Solaia 2016,Italian Red,2016,710,Main Cellar B3,1
Ornellaia 2019,Italian Red,2019,380,Main Cellar A2,1
Masseto 2012,Italian Red,2012,680,Main Cellar A2,1
Vietti Barolo Ravera 2014,Italian Red,2014,185,Guest Pantry 2,1
Gaja Barbaresco 2010,Italian Red,2010,235,Guest Pantry 1,1
Solaia 2016,Italian Red,2016,225,Main Cellar B1,1
Tua Rita Redigaffi 2010,Italian Red,2010,255,Main Cellar A2,1
Casanova di Neri Tenuta Nuova 2015,Italian Red,2015,205,Fridge 1,1
Ornellaia 2008,Italian Red,2008,485,Fridge 1,1
Solaia 2008,Italian Red,2008,290,Fridge 1,1
Gaja Barbaresco 2008,Italian Red,2008,680,Main Cellar A2,1
Solaia 2009,Italian Red,2009,520,Main Cellar B3,1
Vietti Barolo Ravera 2016,Italian Red,2016,630,Fridge 2,1
Tignanello 2009,Italian Red,2009,155,Wine Fridge Starboard,1
Tignanello 2014,Italian Red,2014,520,Main Cellar B3,1
Masseto 2019,Italian Red,2019,155,Main Cellar B1,1
Casanova di Neri Tenuta Nuova 2012,Italian Red,2012,205,Main Cellar A2,1
Vietti Barolo Ravera 2019,Italian Red,2019,470,Guest Pantry 1,1
Bartolo Mascarello Barolo 2002,Italian Red,2002,520,Wine Fridge Starboard,1
Sassicaia 2009,Italian Red,2009,415,Main Cellar A2,1
Masseto 2008,Italian Red,2008,525,Guest Pantry 1,1
Sassicaia 2015,Italian Red,2015,395,Fridge 1,1
Tignanello 2002,Italian Red,2002,525,Main Cellar A2,1
Bruno Giacosa Barolo Falletto 2015,Italian Red,2015,295,Main Cellar B3,1
Ornellaia 2002,Italian Red,2002,180,Guest Pantry 2,1
Gaja Barbaresco 2019,Italian Red,2019,570,Guest Pantry 1,1
Gaja Barbaresco 2018,Italian Red,2018,315,Wine Fridge Port,1
Tua Rita Redigaffi 2019,Italian Red,2019,185,Fridge 2,1
Masseto 2014,Italian Red,2014,505,Fridge 1,1
Ornellaia 2002,Italian Red,2002,235,Wine Fridge Starboard,1
Ornellaia 2016,Italian Red,2016,315,Main Cellar A2,1
Tignanello 2012,Italian Red,2012,560,Main Cellar A1,1
Sassicaia 2019,Italian Red,2019,280,Fridge 2,1
Casanova di Neri Tenuta Nuova 2009,Italian Red,2009,300,Guest Pantry 1,1
Gaja Barbaresco 2019,Italian Red,2019,395,Main Cellar B3,1
Solaia 2014,Italian Red,2014,265,Main Cellar A1,1
Gaja Barbaresco 2013,Italian Red,2013,220,Guest Pantry 2,1
Bartolo Mascarello Barolo 2009,Italian Red,2009,335,Main Cellar A2,1
Masseto 2010,Italian Red,2010,460,Guest Pantry 1,1
Bartolo Mascarello Barolo 2008,Italian Red,2008,655,Main Cellar A2,1
Masseto 1999,Italian Red,1999,615,Guest Pantry 2,1
Tua Rita Redigaffi 2018,Italian Red,2018,250,Fridge 1,1
Tignanello 2016,Italian Red,2016,525,Fridge 2,1
Masseto 2015,Italian Red,2015,265,Main Cellar B3,1
Gaja Barbaresco 2012,Italian Red,2012,520,Fridge 2,1
Casanova di Neri Tenuta Nuova 2014,Italian Red,2014,210,Guest Pantry 1,1
Tignanello 2002,Italian Red,2002,605,Fridge 2,1
Masseto 2008,Italian Red,2008,185,Guest Pantry 1,1
Bruno Giacosa Barolo Falletto 2018,Italian Red,2018,500,Wine Fridge Port,1
Solaia 2008,Italian Red,2008,915,Main Cellar B3,1
Tignanello 2002,Italian Red,2002,265,Fridge 1,1
Tignanello 2018,Italian Red,2018,155,Guest Pantry 1,1
Biondi‑Santi Brunello 2013,Italian Red,2013,530,Main Cellar A2,1
Tignanello 2014,Italian Red,2014,300,Main Cellar A1,1
Gaja Barbaresco 2008,Italian Red,2008,745,Fridge 2,1
Tignanello 2002,Italian Red,2002,455,Main Cellar A2,1
Tignanello 2009,Italian Red,2009,485,Wine Fridge Starboard,1
Bartolo Mascarello Barolo 2008,Italian Red,2008,280,Fridge 2,1
Masseto 2009,Italian Red,2009,1025,Guest Pantry 2,1
Sassicaia 2017,Italian Red,2017,660,Fridge 1,1
Masseto 2002,Italian Red,2002,345,Main Cellar A2,1
Tignanello 2005,Italian Red,2005,280,Guest Pantry 1,1
Casanova di Neri Tenuta Nuova 2010,Italian Red,2010,325,Main Cellar B1,1
Biondi‑Santi Brunello 2002,Italian Red,2002,335,Guest Pantry 1,1
Bartolo Mascarello Barolo 2019,Italian Red,2019,680,Wine Fridge Port,1
Tignanello 2016,Italian Red,2016,275,Main Cellar A2,1
Bruno Giacosa Barolo Falletto 2016,Italian Red,2016,380,Guest Pantry 1,1
Tua Rita Redigaffi 2012,Italian Red,2012,385,Wine Fridge Port,1
Masseto 2018,Italian Red,2018,1020,Main Cellar B3,1
Gaja Barbaresco 2010,Italian Red,2010,870,Main Cellar B3,1
Solaia 2019,Italian Red,2019,280,Main Cellar B1,1
Bartolo Mascarello Barolo 2005,Italian Red,2005,365,Guest Pantry 2,1
Masseto 2018,Italian Red,2018,765,Main Cellar B3,1
Gaja Barbaresco 2008,Italian Red,2008,360,Main Cellar A2,1
Solaia 2019,Italian Red,2019,310,Wine Fridge Port,1
Casanova di Neri Tenuta Nuova 2002,Italian Red,2002,930,Fridge 1,1
Gaja Barbaresco 2014,Italian Red,2014,190,Main Cellar B3,1
Bruno Giacosa Barolo Falletto 2020,Italian Red,2020,155,Guest Pantry 1,1
Gaja Barbaresco 2018,Italian Red,2018,235,Fridge 1,1
Bartolo Mascarello Barolo 2009,Italian Red,2009,315,Wine Fridge Port,1
Bruno Giacosa Barolo Falletto 2015,Italian Red,2015,440,Main Cellar A1,1
Tignanello 2019,Italian Red,2019,365,Main Cellar B1,1
Bruno Giacosa Barolo Falletto 2015,Italian Red,2015,185,Fridge 2,1
Bruno Giacosa Barolo Falletto 2018,Italian Red,2018,220,Main Cellar B1,1
Bartolo Mascarello Barolo 2008,Italian Red,2008,685,Main Cellar B1,1
Tignanello 2018,Italian Red,2018,230,Main Cellar A2,1
Bartolo Mascarello Barolo 2008,Italian Red,2008,340,Wine Fridge Port,1
Jermann Vintage Tunina 2010,Italian White,2010,140,Fridge 1,1
Gaja Gaia & Rey Chardonnay 2009,Italian White,2009,225,Fridge 1,1
Planeta Chardonnay 2015,Italian White,2015,210,Main Cellar A1,1
Gaja Gaia & Rey Chardonnay 2014,Italian White,2014,115,Guest Pantry 1,1
Jermann Vintage Tunina 2018,Italian White,2018,290,Wine Fridge Starboard,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2005,Italian White,2005,245,Main Cellar B3,1
Planeta Chardonnay 2009,Italian White,2009,250,Main Cellar A1,1
Gaja Gaia & Rey Chardonnay 2002,Italian White,2002,145,Wine Fridge Starboard,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2016,Italian White,2016,210,Wine Fridge Port,1
Planeta Chardonnay 2012,Italian White,2012,230,Fridge 1,1
Jermann Vintage Tunina 2005,Italian White,2005,140,Guest Pantry 2,1
Pieropan Soave La Rocca 2009,Italian White,2009,90,Guest Pantry 1,1
Pieropan Soave La Rocca 2012,Italian White,2012,270,Wine Fridge Port,1
Gaja Gaia & Rey Chardonnay 2012,Italian White,2012,185,Guest Pantry 1,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2010,Italian White,2010,90,Wine Fridge Port,1
Planeta Chardonnay 2015,Italian White,2015,90,Fridge 2,1
Pieropan Soave La Rocca 2005,Italian White,2005,145,Main Cellar A2,1
Jermann Vintage Tunina 2019,Italian White,2019,120,Main Cellar B1,1
Jermann Vintage Tunina 2009,Italian White,2009,110,Guest Pantry 2,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2015,Italian White,2015,165,Main Cellar A1,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2002,Italian White,2002,175,Fridge 2,1
Gaja Gaia & Rey Chardonnay 2015,Italian White,2015,185,Fridge 1,1
Pieropan Soave La Rocca 2014,Italian White,2014,165,Main Cellar A1,1
Pieropan Soave La Rocca 2009,Italian White,2009,205,Guest Pantry 2,1
Livio Felluga Terre Alte 2015,Italian White,2015,140,Wine Fridge Port,1
Gaja Gaia & Rey Chardonnay 2002,Italian White,2002,175,Wine Fridge Starboard,1
Planeta Chardonnay 2009,Italian White,2009,155,Main Cellar A2,1
Gaja Gaia & Rey Chardonnay 2015,Italian White,2015,175,Fridge 2,1
Livio Felluga Terre Alte 2018,Italian White,2018,120,Fridge 1,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2014,Italian White,2014,210,Wine Fridge Starboard,1
Gaja Gaia & Rey Chardonnay 2016,Italian White,2016,130,Main Cellar A2,1
Planeta Chardonnay 2005,Italian White,2005,155,Fridge 2,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2016,Italian White,2016,135,Wine Fridge Starboard,1
Planeta Chardonnay 2002,Italian White,2002,140,Wine Fridge Starboard,1
Planeta Chardonnay 2018,Italian White,2018,135,Fridge 2,1
Jermann Vintage Tunina 2018,Italian White,2018,320,Fridge 2,1
Planeta Chardonnay 2010,Italian White,2010,105,Main Cellar A1,1
Livio Felluga Terre Alte 2016,Italian White,2016,105,Main Cellar B3,1
Pieropan Soave La Rocca 2018,Italian White,2018,200,Fridge 1,1
Planeta Chardonnay 2019,Italian White,2019,90,Wine Fridge Starboard,1
Jermann Vintage Tunina 2018,Italian White,2018,90,Wine Fridge Port,1
Gaja Gaia & Rey Chardonnay 2010,Italian White,2010,175,Main Cellar A1,1
Jermann Vintage Tunina 2009,Italian White,2009,180,Main Cellar B3,1
Gaja Gaia & Rey Chardonnay 2008,Italian White,2008,145,Guest Pantry 1,1
Jermann Vintage Tunina 2009,Italian White,2009,160,Wine Fridge Starboard,1
Livio Felluga Terre Alte 2018,Italian White,2018,90,Main Cellar B1,1
Gaja Gaia & Rey Chardonnay 2015,Italian White,2015,105,Guest Pantry 2,1
Jermann Vintage Tunina 2008,Italian White,2008,155,Wine Fridge Port,1
Livio Felluga Terre Alte 2002,Italian White,2002,90,Main Cellar A1,1
Gaja Gaia & Rey Chardonnay 2002,Italian White,2002,140,Fridge 1,1
Pieropan Soave La Rocca 2020,Italian White,2020,230,Main Cellar B1,1
Planeta Chardonnay 2010,Italian White,2010,185,Wine Fridge Port,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2018,Italian White,2018,300,Fridge 2,1
Pieropan Soave La Rocca 2015,Italian White,2015,90,Main Cellar A2,1
Jermann Vintage Tunina 2010,Italian White,2010,160,Guest Pantry 1,1
Gaja Gaia & Rey Chardonnay 2015,Italian White,2015,165,Wine Fridge Port,1
Livio Felluga Terre Alte 2008,Italian White,2008,120,Main Cellar B1,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2015,Italian White,2015,300,Guest Pantry 1,1
Livio Felluga Terre Alte 2016,Italian White,2016,205,Guest Pantry 2,1
Jermann Vintage Tunina 2006,Italian White,2006,280,Main Cellar A1,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2009,Italian White,2009,185,Guest Pantry 1,1
Livio Felluga Terre Alte 2002,Italian White,2002,90,Guest Pantry 1,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2016,Italian White,2016,180,Guest Pantry 2,1
Planeta Chardonnay 2008,Italian White,2008,190,Main Cellar B3,1
Gaja Gaia & Rey Chardonnay 2005,Italian White,2005,235,Main Cellar B1,1
Jermann Vintage Tunina 2019,Italian White,2019,130,Main Cellar A1,1
Planeta Chardonnay 2015,Italian White,2015,225,Main Cellar B3,1
Jermann Vintage Tunina 2014,Italian White,2014,220,Guest Pantry 2,1
Planeta Chardonnay 2012,Italian White,2012,145,Fridge 1,1
Gaja Gaia & Rey Chardonnay 2014,Italian White,2014,130,Guest Pantry 1,1
Livio Felluga Terre Alte 2009,Italian White,2009,105,Main Cellar B3,1
Cantina Terlano Vorberg Pinot Bianco Riserva 2010,Italian White,2010,190,Fridge 1,1
Pieropan Soave La Rocca 2005,Italian White,2005,90,Fridge 1,1
Livio Felluga Terre Alte 2010,Italian White,2010,190,Fridge 1,1
Gaja Gaia & Rey Chardonnay 2016,Italian White,2016,135,Wine Fridge Port,1
Planeta Chardonnay 2002,Italian White,2002,90,Fridge 2,1
Planeta Chardonnay 2014,Italian White,2014,110,Main Cellar A2,1
Planeta Chardonnay 2008,Italian White,2008,105,Guest Pantry 1,1
Planeta Chardonnay 2008,Italian White,2008,140,Fridge 2,1
Livio Felluga Terre Alte 2015,Italian White,2015,255,Wine Fridge Starboard,1
La Rioja Alta 904 Gran Reserva 2010,Spanish Red,2010,160,Fridge 1,1
Vega Sicilia Único 2016,Spanish Red,2016,140,Fridge 2,1
Muga Prado Enea Gran Reserva 2014,Spanish Red,2014,290,Fridge 1,1
Marqués de Murrieta Castillo Ygay 2019,Spanish Red,2019,175,Main Cellar A2,1
Pingus 2009,Spanish Red,2009,250,Guest Pantry 2,1
Clos Mogador 2014,Spanish Red,2014,380,Guest Pantry 2,1
Artadi Viña El Pisón 2009,Spanish Red,2009,460,Wine Fridge Starboard,1
Clos Mogador 2019,Spanish Red,2019,355,Guest Pantry 2,1
Artadi Viña El Pisón 2008,Spanish Red,2008,295,Wine Fridge Port,1
Artadi Viña El Pisón 2010,Spanish Red,2010,530,Fridge 1,1
Muga Prado Enea Gran Reserva 2014,Spanish Red,2014,115,Wine Fridge Starboard,1
Marqués de Murrieta Castillo Ygay 2002,Spanish Red,2002,430,Main Cellar B1,1
Vega Sicilia Único 2010,Spanish Red,2010,340,Main Cellar B3,1
Clos Mogador 2015,Spanish Red,2015,115,Wine Fridge Port,1
Artadi Viña El Pisón 2005,Spanish Red,2005,335,Main Cellar B3,1
Pingus 2008,Spanish Red,2008,295,Wine Fridge Port,1
CVNE Imperial Gran Reserva 2005,Spanish Red,2005,365,Fridge 1,1
Marqués de Murrieta Castillo Ygay 2002,Spanish Red,2002,385,Main Cellar A2,1
Clos Mogador 2002,Spanish Red,2002,380,Guest Pantry 1,1
Muga Prado Enea Gran Reserva 2009,Spanish Red,2009,200,Guest Pantry 1,1
La Rioja Alta 904 Gran Reserva 2008,Spanish Red,2008,430,Guest Pantry 2,1
La Rioja Alta 904 Gran Reserva 2018,Spanish Red,2018,540,Fridge 1,1
Pingus 2010,Spanish Red,2010,550,Wine Fridge Port,1
Marqués de Murrieta Castillo Ygay 2005,Spanish Red,2005,255,Wine Fridge Port,1
Muga Prado Enea Gran Reserva 2009,Spanish Red,2009,210,Main Cellar A1,1
Clos Mogador 2014,Spanish Red,2014,220,Guest Pantry 2,1
CVNE Imperial Gran Reserva 2009,Spanish Red,2009,210,Main Cellar B3,1
Muga Prado Enea Gran Reserva 2015,Spanish Red,2015,245,Wine Fridge Starboard,1
Muga Prado Enea Gran Reserva 2014,Spanish Red,2014,615,Wine Fridge Starboard,1
Vega Sicilia Único 2016,Spanish Red,2016,440,Fridge 1,1
Muga Prado Enea Gran Reserva 2009,Spanish Red,2009,155,Wine Fridge Starboard,1
Marqués de Murrieta Castillo Ygay 2002,Spanish Red,2002,365,Fridge 2,1
Marqués de Murrieta Castillo Ygay 2015,Spanish Red,2015,320,Guest Pantry 1,1
La Rioja Alta 904 Gran Reserva 2015,Spanish Red,2015,140,Wine Fridge Starboard,1
Marqués de Murrieta Castillo Ygay 2016,Spanish Red,2016,210,Main Cellar B3,1
CVNE Imperial Gran Reserva 2012,Spanish Red,2012,290,Main Cellar A1,1
Pingus 2012,Spanish Red,2012,365,Main Cellar B1,1
La Rioja Alta 904 Gran Reserva 2012,Spanish Red,2012,245,Guest Pantry 1,1
Pingus 2018,Spanish Red,2018,320,Guest Pantry 1,1
Artadi Viña El Pisón 2019,Spanish Red,2019,335,Fridge 2,1
CVNE Imperial Gran Reserva 2020,Spanish Red,2020,405,Main Cellar A1,1
Marqués de Murrieta Castillo Ygay 2009,Spanish Red,2009,230,Guest Pantry 2,1
Marqués de Murrieta Castillo Ygay 2010,Spanish Red,2010,310,Guest Pantry 1,1
CVNE Imperial Gran Reserva 2016,Spanish Red,2016,270,Guest Pantry 1,1
La Rioja Alta 904 Gran Reserva 2012,Spanish Red,2012,390,Main Cellar A2,1
La Rioja Alta 904 Gran Reserva 2010,Spanish Red,2010,380,Main Cellar A2,1
Clos Mogador 2010,Spanish Red,2010,200,Main Cellar A1,1
Muga Prado Enea Gran Reserva 2018,Spanish Red,2018,425,Guest Pantry 1,1
La Rioja Alta 904 Gran Reserva 2015,Spanish Red,2015,250,Guest Pantry 1,1
Pingus 2009,Spanish Red,2009,355,Main Cellar B3,1
Vega Sicilia Único 2005,Spanish Red,2005,225,Fridge 2,1
Muga Prado Enea Gran Reserva 2012,Spanish Red,2012,275,Main Cellar A1,1
Marqués de Murrieta Castillo Ygay 2019,Spanish Red,2019,300,Fridge 2,1
Marqués de Murrieta Castillo Ygay 2000,Spanish Red,2000,485,Guest Pantry 2,1
Vega Sicilia Único 2010,Spanish Red,2010,210,Wine Fridge Port,1
La Rioja Alta 904 Gran Reserva 2005,Spanish Red,2005,430,Wine Fridge Port,1
La Rioja Alta 904 Gran Reserva 2008,Spanish Red,2008,230,Guest Pantry 2,1
Clos Mogador 2015,Spanish Red,2015,495,Guest Pantry 2,1
Artadi Viña El Pisón 2012,Spanish Red,2012,475,Fridge 2,1
Marqués de Murrieta Castillo Ygay 2016,Spanish Red,2016,300,Wine Fridge Port,1
Pingus 2015,Spanish Red,2015,315,Wine Fridge Starboard,1
Pingus 2008,Spanish Red,2008,135,Main Cellar A2,1
Marqués de Murrieta Castillo Ygay 2016,Spanish Red,2016,220,Main Cellar A2,1
Artadi Viña El Pisón 2016,Spanish Red,2016,205,Main Cellar A1,1
CVNE Imperial Gran Reserva 2014,Spanish Red,2014,335,Guest Pantry 1,1
Muga Prado Enea Gran Reserva 2016,Spanish Red,2016,180,Main Cellar A1,1
